,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
2320,AUDI A3,Sportback 1.6TDI 85kW,2017,Zaragoza,33510,2017-02-01,12,Blanco Glaciar (metalizado),C,17900,27460.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.82,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,85.0,,250.0,200.0,10.5,4.6,3.8,4.1,106.0,5000.0,Vendedor profesional,2020-09-24
2321,AUDI A6,2.0TDI S line edition S-T 140kW,2016,Alicante,116796,2016-02-01,12,Negro,C,20500,49679.0,4933.0,1874.0,1455.0,2.912,530/995,2.24,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Automática secuencial,7.0,140.0,,400.0,232.0,8.2,5.2,3.9,4.4,114.0,7300.0,Vendedor profesional,2020-11-06
2322,AUDI Q7,3.0TDI design quattro Tip. 272 (9.75),2017,Madrid,71233,2017-10-01,12,CUERO MARRON Metalizado,C,48000,80387.0,5052.0,1968.0,1741.0,2.9939999999999998,890/2.075,2.765,Todo Terreno,5.0,7.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,200.0,,600.0,234.0,6.3,6.5,5.8,6.2,163.0,7500.0,Vendedor profesional,2020-10-07
2323,AUDI A4,35 TFSI Advanced S tronic 110kW,2019,Navarra,48884,2019-01-01,12,Negro,C,20181,40268.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,210.0,8.7,7.3,4.7,5.7,130.0,5400.0,Vendedor profesional,2020-11-05
2324,AUDI A3,2.0TDI Ambition,2006,Vizcaya,275000,2006-06-01,0,Negro Metalizado,B,2690,27500.0,4214.0,1765.0,1421.0,2.5780000000000003,350/1.080,1.89,Berlina,3.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,103.0,,320.0,207.0,9.5,7.2,4.6,5.5,146.0,5500.0,Vendedor profesional,2020-10-29
2325,Turbo de geometría variable,4.2 quattro Tiptronic,2005,Navarra,69565,2005-07-01,12,Gris Plata,B,12500,87540.0,5051.0,1889.0,1444.0,2.944,500/0,2.38,Berlina,4.0,5.0,Gasolina,4.172,8,Turbo de geometría variable,Tracción total permanente,Automática secuencial,6.0,246.0,,430.0,250.0,6.3,17.5,8.7,11.9,259.0,9000.0,Vendedor profesional,2020-11-06
2326,AUDI A4,Avant 2.0TDI Advanced ed. S-T 110kW,2018,Madrid,29664,2018-02-01,12,Azul,C,27300,42927.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.5,2.9,4.1,109.0,4000.0,Vendedor profesional,2020-11-05
2327,AUDI A5,Sportback 2.0TDI Advanced S tronic 140kW,2017,Madrid,51255,2017-08-01,12,Azul,C,28300,49647.0,4733.0,1843.0,1386.0,2.824,480/0,2.115,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,140.0,,400.0,235.0,7.9,4.9,3.8,4.2,112.0,5400.0,Vendedor profesional,2020-10-28
2328,AUDI A3,Sportback 40 e-tron S line S tronic,2020,Madrid,5825,2020-01-01,24,Blanco,0 EMISIONES,28900,40445.0,4311.0,1785.0,1426.0,2.63,280/1.120,2.055,Berlina,5.0,5.0,Gasolina y corriente eléctrica,1.395,4,Turbo,Tracción delantera,Automática secuencial,6.0,150.0,,350.0,222.0,7.6,0.0,0.0,1.9,46.0,4000.0,Vendedor profesional,2020-11-06
2329,AUDI Q5,2.0 TFSI quattro Tip. 230,2016,Madrid,88390,2016-03-01,12,Gris,C,26900,51879.0,4629.0,1898.0,1655.0,2.807,540/1.560,2.38,Todo Terreno,5.0,5.0,Gasolina,1.984,4,Turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,169.0,,350.0,222.0,7.1,8.5,6.5,7.2,168.0,7500.0,Vendedor profesional,2020-11-05
2330,AUDI Q3,1.4 TFSI CoD S tronic,2015,Granada,68340,2015-07-01,12,Plata,C,18900,33998.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.005,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Automática secuencial,6.0,110.0,,250.0,204.0,8.9,7.1,5.1,5.8,141.0,6400.0,Vendedor profesional,2020-10-10
2331,AUDI Q3,1.4 TFSI CoD Sport edition,2018,Burgos,33000,2018-01-01,24,Blanco,C,23700,33468.0,4388.0,1831.0,1590.0,2.603,460/1.365,1.985,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,204.0,9.2,6.6,4.9,5.8,134.0,6400.0,Vendedor profesional,2020-10-22
2332,AUDI A3,Sportback 1.6TDI CD Attracted S-T,2016,Barcelona,77301,2016-06-01,12,Blanco,C,17100,27937.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.84,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,81.0,,250.0,200.0,10.7,4.5,3.7,3.8,99.0,5000.0,Vendedor profesional,2020-11-07
2333,AUDI A6 Allroad,Q. 3.0TDI Advanced ed. S-T 160kW,2016,Madrid,117996,2016-09-01,12,Negro,C,25233,66400.0,4938.0,1898.0,1452.0,2.905,565/1.680,2.52,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,160.0,,500.0,227.0,7.3,6.4,5.2,6.0,155.0,7300.0,Vendedor profesional,2020-11-06
2334,AUDI A4,35 TFSI Advanced S tronic 110kW,2019,Sevilla,61042,2019-01-01,12,Negro,C,20181,40268.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,210.0,8.7,7.3,4.7,5.7,130.0,5400.0,Vendedor profesional,2020-11-05
2336,AUDI A3,Sportback 2.0TDI 110kW,2018,Madrid,47687,2018-02-01,12,Gris,C,19772,29579.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.865,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,218.0,8.6,5.1,3.7,4.2,109.0,5000.0,Vendedor profesional,2020-11-06
2337,AUDI A6,Avant 2.0TDI S line edition 110kW,2016,Barcelona,116000,2016-04-01,12,Rojo,C,22990,47809.0,4943.0,1874.0,1461.0,2.912,565/1.680,2.32,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,110.0,,350.0,209.0,9.8,5.3,4.0,4.5,118.0,7300.0,Vendedor profesional,2020-11-03
2338,AUDI A7,Sportback 3.0TDI quattro S-Tronic 200kW,2015,Málaga,69999,2015-09-01,12,Negro,C,28900,72561.0,4974.0,1911.0,1420.0,2.9139999999999997,535/1.390,2.44,Coupe,5.0,4.0,Diesel,2.967,6,Turbo,Tracción total permanente,Automática secuencial,7.0,200.0,,580.0,250.0,5.7,6.0,4.8,5.2,138.0,7300.0,Vendedor profesional,2020-10-09
2339,AUDI A5,SB 2.0TDI S line edition Mult. 150 EU6,2016,Madrid,43000,2016-06-01,12,Negro Metalizado,C,23500,44965.0,4712.0,1854.0,1391.0,2.81,480/0,2.155,Berlina,5.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,110.0,,320.0,205.0,9.4,5.3,4.1,4.6,127.0,6300.0,Vendedor profesional,2020-11-05
2340,AUDI A4 Allroad,quattro 2.0TDI S-Tronic 177,2013,Valencia,100841,2013-08-01,12,Blanco,B,20300,46465.0,4721.0,1841.0,1495.0,2.805,490/1.430,2.115,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,130.0,,380.0,215.0,8.2,6.9,5.3,5.8,156.0,6100.0,Vendedor profesional,2020-11-05
2341,AUDI A3,Cabrio 35 TFSI S line S tronic 110kW,2019,Islas Baleares,21249,2019-03-01,0,Negro,C,28980,44755.0,4423.0,1793.0,1409.0,2.595,320/0,1.895,Convertible,2.0,4.0,Gasolina,1.495,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,222.0,8.9,6.4,4.5,5.2,121.0,5000.0,Vendedor profesional,2020-11-06
2342,AUDI A3,Sportback 1.4 TFSI e-tron S tronic,2017,Castellón,29095,2017-07-01,12,Blanco,0 EMISIONES,23090,39459.0,4311.0,1785.0,1426.0,2.63,280/1.120,2.05,Berlina,5.0,5.0,Gasolina y corriente eléctrica,1.395,4,Turbo,Tracción delantera,Automática secuencial,7.0,150.0,,350.0,222.0,7.6,0.0,0.0,1.6,36.0,4000.0,Vendedor profesional,2020-11-06
2343,AUDI A4,1.8 TFSI Multitronic 170,2012,Barcelona,118000,2012-03-01,12,Negro,C,13499,37052.0,4701.0,1826.0,1427.0,2.8080000000000003,480/962,2.12,Berlina,4.0,5.0,Gasolina,1.798,4,Turbo,Tracción delantera,Automática secuencial,8.0,125.0,,320.0,225.0,8.3,6.9,5.1,5.6,129.0,6300.0,Vendedor profesional,2020-10-08
2344,AUDI A3,Sportback 1.6TDI CD Advanced,2016,Las Palmas,75445,2016-07-01,12,Blanco,C,16200,26935.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.8,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.7,4.7,3.6,4.0,105.0,5000.0,Vendedor profesional,2020-11-05
2345,AUDI Q7,SQ7 4.0 TDI quattro tiptronic,2016,Barcelona,107235,2016-10-01,12,Gris,C,60280,114863.0,5069.0,1968.0,1741.0,2.9960000000000004,805/1.990,2.345,Todo Terreno,5.0,5.0,Diesel,3.9560000000000004,8,Doble turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,320.0,,900.0,350.0,4.8,8.4,6.5,7.2,189.0,8500.0,Vendedor profesional,2020-11-06
2346,AUDI A3,2.0TDI Ambiente 150,2014,Madrid,74704,2014-10-01,12,Gris,C,15841,28562.0,4237.0,1777.0,1421.0,2.6010000000000004,365/1.100,1.84,Berlina,3.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,110.0,,320.0,216.0,8.6,4.9,3.6,4.1,106.0,5000.0,Vendedor profesional,2020-11-06
2347,AUDI A8,3.0TDI quattro Tiptronic DPF,2007,Madrid,125000,2007-12-01,12,Plata,B,12990,76160.0,5062.0,1894.0,1444.0,2.944,500/0,2.43,Berlina,4.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Tracción total permanente,Automática secuencial,6.0,172.0,,450.0,243.0,7.8,12.1,6.5,8.5,229.0,9000.0,Vendedor profesional,2020-11-03
2349,AUDI A4,2.0TDI Advanced edition 110kW,2016,Murcia,77000,2016-09-01,12,Negro,C,19900,38153.0,4726.0,1842.0,1427.0,2.82,480/965,2.03,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,221.0,8.9,4.6,3.4,3.8,104.0,4000.0,Vendedor profesional,2020-09-23
2350,AUDI A3,Sedán 2.0TDI Black line Edition S-T 110kW,2017,Madrid,98668,2017-06-01,12,Negro Metalizado,C,23900,38360.0,4458.0,1796.0,1416.0,2.637,425/0,1.87,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,6.0,110.0,,340.0,224.0,8.3,5.5,4.3,4.7,122.0,5000.0,Vendedor profesional,2020-11-07
2351,AUDI Q3,35 TFSI Advanced,2020,Burgos,10,2020-02-01,24,Blanco,C,33900,40948.0,4484.0,1856.0,1616.0,2.68,530/1.525,1.985,Todo Terreno,5.0,5.0,Gasolina,1.495,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,211.0,9.6,6.6,4.9,6.1,132.0,6000.0,Vendedor profesional,2020-11-01
2352,AUDI A3,Sportback 2.0TDI Sport ed. S-T 7 110kW,2017,Zaragoza,41000,2017-08-01,12,Blanco Metalizado,C,21900,33645.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.88,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,340.0,218.0,8.3,5.2,4.0,4.4,115.0,5000.0,Vendedor profesional,2020-11-07
2353,AUDI A5,Sportback 2.0TDI quattro 177,2012,Sevilla,105524,2012-04-01,12,-,B,19450,45035.0,4712.0,1854.0,1391.0,2.81,480/0,2.045,Berlina,5.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Manual,6.0,130.0,,380.0,228.0,8.5,5.5,4.1,4.6,134.0,6300.0,Vendedor profesional,2020-10-09
2355,AUDI A6,S6 4.0 TFSI quattro S-Tronic,2014,Albacete,129000,2014-01-01,12,Gris Metalizado,C,39900,89084.0,4931.0,1874.0,1440.0,2.912,530/995,2.505,Berlina,4.0,5.0,Gasolina,3.9930000000000003,8,Turbo,Tracción total permanente,Automática secuencial,7.0,309.0,,550.0,250.0,4.6,13.4,7.5,9.7,225.0,7500.0,Vendedor profesional,2020-09-22
2356,AUDI A6,RS6 Avant 4.0 TFSI quattro Tiptronic,2014,Valencia,99000,2014-10-01,12,Phantom Black  Metalizado,C,62999,130414.0,4979.0,1936.0,1461.0,2.915,565/1.680,2.565,Stationwagon,5.0,5.0,Gasolina,3.9930000000000003,8,Turbo,Tracción total permanente,Automática secuencial,8.0,412.0,,700.0,250.0,3.9,13.9,7.5,9.8,229.0,7500.0,Vendedor profesional,2020-11-04
2357,AUDI A3,Sportback 1.6TDI Sport Edition 85kW,2018,Burgos,10,2018-02-01,24,Azul,C,22300,29153.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.795,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,85.0,,250.0,200.0,10.5,4.6,3.8,4.1,108.0,5000.0,Vendedor profesional,2020-10-29
2358,AUDI A4,RS 4 Avant 4.2 TFSI quattro S-Tronic,2012,Asturias,89500,2012-10-01,12,Daytona Metalizado,C,44800,90119.0,4719.0,1850.0,1416.0,2.813,490/1.430,2.365,Stationwagon,5.0,5.0,Gasolina,4.163,8,Turbo,Tracción total permanente,Automática secuencial,7.0,331.0,,430.0,250.0,4.7,14.6,8.5,10.7,249.0,6100.0,Vendedor profesional,2020-10-23
2359,AUDI A4,Avant 2.0TDI DPF Multitronic 150,2014,Navarra,95180,2014-10-01,12,Blanco,C,15794,39452.0,4699.0,1826.0,1436.0,2.8080000000000003,490/1.430,2.145,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,110.0,,320.0,200.0,9.5,5.6,4.5,4.9,129.0,6300.0,Vendedor profesional,2020-10-30
2360,AUDI A4,Avant 2.0TDI Sport edition 110kW,2016,Lugo,87275,2016-06-01,24,Negro,C,21900,41365.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.8,3.6,4.0,111.0,4000.0,Vendedor profesional,2020-10-15
2361,AUDI A1,Sportback 30 TFSI S line,2019,Madrid,14636,2019-02-01,24,Rojo,C,21700,25366.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,203.0,9.5,5.9,4.1,4.9,111.0,4000.0,Vendedor profesional,2020-10-25
2362,AUDI A3,Sportback 1.8 TFSI Attraction S-Tronic,2009,Barcelona,118000,2009-09-01,12,Blanco,C,11900,28750.0,4292.0,1765.0,1423.0,2.5780000000000003,350/1.080,1.855,Berlina,5.0,5.0,Gasolina,1.798,4,Turbo,Tracción delantera,Automática secuencial,7.0,118.0,,250.0,222.0,7.6,9.0,5.4,6.7,149.0,5500.0,Vendedor profesional,2020-10-18
2363,AUDI A3,Sportback 1.6TDI CD Advanced,2016,Lugo,76450,2016-01-01,24,Blanco,C,16900,26935.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.8,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.7,4.7,3.6,4.0,105.0,5000.0,Vendedor profesional,2020-10-15
2364,AUDI Q5,2.0TDI quattro S-T 170 DPF,2012,Sevilla,106174,2012-02-01,12,Rojo,B,18300,45480.0,4629.0,1880.0,1653.0,2.81,540/1.560,2.35,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,125.0,,350.0,200.0,9.9,8.2,6.0,6.8,179.0,7500.0,Vendedor profesional,2020-11-06
2365,AUDI A1,Sportback 1.6TDI Adrenalin,2017,Toledo,77500,2017-08-01,0,Azul,C,14400,24264.0,3973.0,1746.0,1422.0,2.469,270/920,1.695,Berlina,5.0,5.0,Diesel,1.598,4,Turbo,Tracción delantera,Manual,5.0,85.0,,250.0,200.0,9.5,4.3,3.1,3.7,98.0,4500.0,Vendedor profesional,2020-10-28
2366,AUDI Q5,2.0TDI quattro S-T 170 DPF,2011,Málaga,116000,2011-12-01,12,Marrón,B,19500,45480.0,4629.0,1880.0,1653.0,2.81,540/1.560,2.35,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,125.0,,350.0,200.0,9.9,8.2,6.0,6.8,179.0,7500.0,Vendedor profesional,2020-11-05
2367,AUDI Q3,2.0TDI Design edition 110kW,2015,Las Palmas,84207,2015-11-01,12,Blanco,C,18900,34927.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.6,119.0,6400.0,Vendedor profesional,2020-11-05
2368,AUDI A4,3.0TDI DPF quattro S-Tronic 245,2013,Cantabria,187000,2013-06-01,12,-,B,19500,50375.0,4701.0,1826.0,1427.0,2.8080000000000003,480/962,2.23,Berlina,4.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,180.0,,500.0,250.0,5.9,6.8,5.1,5.7,149.0,6100.0,Vendedor profesional,2020-11-06
2369,AUDI A1,Sportback 1.2 TFSI Attraction,2015,Madrid,64304,2015-03-01,12,Gris,C,11495,17650.0,3954.0,1746.0,1422.0,2.469,270/920,1.555,Berlina,5.0,5.0,Gasolina,1.197,4,Turbo,Tracción delantera,Manual,5.0,63.0,,160.0,180.0,11.7,6.2,4.4,5.1,116.0,4500.0,Vendedor profesional,2020-11-06
2370,AUDI A1,Sportback 1.6TDI Adrenalin,2018,Barcelona,36575,2018-03-01,12,Azul utopía,C,16790,24264.0,3973.0,1746.0,1422.0,2.469,270/920,1.695,Berlina,5.0,5.0,Diesel,1.598,4,Turbo,Tracción delantera,Manual,5.0,85.0,,250.0,200.0,9.5,4.3,3.1,3.7,98.0,4500.0,Vendedor profesional,2020-11-01
2371,AUDI A1,1.6TDI Adrenalin 90,2015,Sevilla,92114,2015-02-01,12,Naranja,C,11401,20117.0,3954.0,1740.0,1416.0,2.469,270/920,1.585,Berlina,3.0,4.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,66.0,,230.0,182.0,11.4,4.4,3.8,3.9,99.0,4500.0,Vendedor profesional,2020-11-06
2372,AUDI A4,Avant 2.0TDI 110kW,2016,Zaragoza,128896,2016-09-01,12,Azul,C,15794,37905.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.8,3.6,4.0,104.0,4000.0,Vendedor profesional,2020-11-05
2373,AUDI Q5,2.0TDI quattro Ambition S-Tronic 177,2014,Lugo,106082,2014-06-01,12,Azul Lunar (metalizado),C,20950,51099.0,4629.0,1898.0,1627.0,2.812,540/1.560,2.43,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,130.0,,380.0,200.0,9.0,6.8,5.6,6.0,159.0,7500.0,Vendedor profesional,2020-10-19
2374,AUDI A3,1.8 TFSI S line edition S-Tronic,2015,Málaga,80800,2015-12-01,12,Azul,C,18037,32379.0,4237.0,1777.0,1421.0,2.6010000000000004,365/1.100,1.81,Berlina,3.0,5.0,Gasolina,1.798,4,Turbo,Tracción delantera,Automática secuencial,7.0,132.0,,250.0,232.0,7.2,7.0,4.8,5.7,132.0,5000.0,Vendedor profesional,2020-11-06
2376,AUDI A5,Cabrio 3.0TDI Multitronic,2013,Barcelona,71494,2013-01-01,12,Marrón,B,23190,55222.0,4626.0,1854.0,1383.0,2.7510000000000003,320/380,2.065,Convertible,2.0,4.0,Diesel,2.967,6,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,150.0,,400.0,230.0,7.6,5.8,4.9,5.2,138.0,6300.0,Vendedor profesional,2020-11-03
2377,AUDI A4,35 TFSI Advanced S tronic 110kW,2019,Zaragoza,61042,2019-01-01,12,Negro,C,20181,40268.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,210.0,8.7,7.3,4.7,5.7,130.0,5400.0,Vendedor profesional,2020-11-05
2378,AUDI A3,Sportback 2.0TDI Attraction 170 DPF,2009,Sevilla,263095,2009-12-01,12,Negro,B,7250,29020.0,4292.0,1765.0,1423.0,2.5780000000000003,370/1.100,1.93,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,125.0,,350.0,222.0,8.2,7.8,4.6,5.8,139.0,5500.0,Vendedor profesional,2020-11-06
2379,AUDI A3,Sportback 1.9TDI Limited Edition DPF,2008,Castellón,174620,2008-01-01,12,Blanco,B,7400,24910.0,4286.0,1765.0,1423.0,2.5780000000000003,370/1.100,1.895,Berlina,5.0,5.0,Diesel,1.896,4,Turbo,Tracción delantera,Manual,5.0,77.0,,250.0,187.0,11.7,6.4,4.5,5.2,132.0,5500.0,Vendedor profesional,2020-11-06
2380,AUDI A4,2.0TDI CD 150 S line edition,2015,Valencia,74000,2015-05-01,12,Azul,C,16900,33844.0,4701.0,1826.0,1427.0,2.8080000000000003,480/962,2.09,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,216.0,9.2,5.3,3.8,4.7,120.0,6300.0,Vendedor profesional,2020-11-07
2381,AUDI TT,Coupé 1.8 TFSI,2012,Sevilla,116464,2012-07-01,12,Gris,C,17900,33990.0,4178.0,1842.0,1352.0,2.468,290/700,1.64,Coupe,2.0,4.0,Gasolina,1.798,4,Turbo,Tracción delantera,Manual,6.0,118.0,,250.0,226.0,7.2,7.0,4.3,5.3,149.0,5500.0,Vendedor profesional,2020-10-15
2382,AUDI A4,2.0TDIe DPF 136,2011,Barcelona,129990,2011-09-01,12,Blanco,B,14490,31840.0,4703.0,1826.0,1407.0,2.8110000000000004,480/962,2.025,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,100.0,,320.0,215.0,9.5,5.5,4.0,4.6,120.0,6500.0,Vendedor profesional,2020-11-03
2383,AUDI A4,Avant 2.0TDI DPF Multitronic 150,2014,Málaga,95180,2014-10-01,12,Blanco,C,15794,39452.0,4699.0,1826.0,1436.0,2.8080000000000003,490/1.430,2.145,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,110.0,,320.0,200.0,9.5,5.6,4.5,4.9,129.0,6300.0,Vendedor profesional,2020-11-03
2385,AUDI Q5,2.0TDI quattro Ambiente Plus S-Tronic 177,2014,Madrid,124800,2014-10-01,12,-,C,19650,48345.0,4629.0,1898.0,1627.0,2.812,540/1.560,2.43,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,130.0,,380.0,200.0,9.0,6.8,5.6,6.0,159.0,7500.0,Vendedor profesional,2020-10-30
2386,AUDI Q7,3.0TDI design quattro tiptronic 200kW,2015,Barcelona,88000,2015-09-01,12,Gris,C,39990,75054.0,5052.0,1968.0,1741.0,2.9939999999999998,890/2.075,2.765,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,200.0,,600.0,234.0,6.3,6.2,5.4,5.9,154.0,7500.0,Vendedor profesional,2020-11-03
2387,AUDI A4,40 TFSI S line S tronic 140kW,2019,Madrid,9322,2019-10-01,12,Blanco,ECO,37990,46089.0,4762.0,1847.0,1428.0,2.82,460/0,2.04,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,140.0,,320.0,210.0,7.3,7.6,4.8,5.8,132.0,5400.0,Vendedor profesional,2020-11-03
2389,AUDI A4,Avant 1.4 TFSI S line edition 110kW,2017,Córdoba,35590,2017-02-01,12,Rojo,C,22272,40867.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.06,Stationwagon,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,0.0,0.0,7.0,3.7,5.4,133.0,5400.0,Vendedor profesional,2020-11-06
2390,AUDI Q3,2.0TDI Sport edition 110kW,2018,Madrid,16000,2018-06-01,12,Negro,C,25900,34927.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.6,119.0,6400.0,Vendedor profesional,2020-11-01
2391,AUDI A3,Sportback 2.0TDI 110kW,2017,Jaén,89000,2017-01-01,12,Gris,C,15999,29579.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.865,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,218.0,8.6,5.1,3.7,4.2,109.0,5000.0,Vendedor profesional,2020-11-01
2392,AUDI A6,Avant 3.0TDI S line edition,2014,Toledo,179000,2014-05-01,12,Azul Metalizado,C,16900,57857.0,4926.0,1874.0,1461.0,2.912,565/0,2.32,Stationwagon,5.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Tracción delantera,Manual,6.0,150.0,,400.0,232.0,7.9,6.5,4.4,5.3,139.0,6500.0,Vendedor profesional,2020-10-31
2393,AUDI Q5,2.0TDI Ambition Plus 150,2015,Jaén,65000,2015-05-01,12,Negro,C,21900,39502.0,4629.0,1898.0,1627.0,2.812,540/1.560,2.26,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,192.0,10.9,6.0,4.9,5.3,139.0,7500.0,Vendedor profesional,2020-11-05
