,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3635,Turbo de geometría variable,Avant 2.0,2006,Navarra,167381,2006-10-01,12,Gris,C,7790,29680.0,4586.0,1772.0,1427.0,2.648,442/1.184,1.95,Stationwagon,5.0,5.0,Gasolina,1.984,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,96.0,,195.0,208.0,10.1,11.5,6.0,8.0,193.0,7000.0,Vendedor profesional,2020-11-06
3636,AUDI A1,Sportback 30 TFSI S line,2019,Barcelona,21500,2019-03-01,24,Azul Turbo,C,20100,25366.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,203.0,9.5,5.9,4.1,4.9,111.0,4000.0,Vendedor profesional,2020-10-19
3637,AUDI A3,Sportback 2.0TDI Ambition,2012,Navarra,139792,2012-08-01,12,Gris Plata,B,9850,30310.0,4292.0,1765.0,1423.0,2.5780000000000003,370/1.100,1.92,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,320.0,210.0,9.1,5.5,3.8,4.4,115.0,5500.0,Vendedor profesional,2020-11-06
3638,AUDI Q3,1.4 TFSI CoD Attraction S tronic,2017,Palencia,1,2017-12-01,0,Negro,C,7500,34398.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.005,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Automática secuencial,6.0,110.0,,250.0,204.0,8.9,7.1,5.1,5.8,141.0,6400.0,Vendedor profesional,2020-10-15
3639,AUDI Q5,2.0TDI S line 110kW,2018,Madrid,79000,2018-02-01,12,-,C,31900,47143.0,4663.0,1893.0,1659.0,2.819,550/1.550,2.32,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,206.0,9.7,5.5,4.4,4.8,124.0,6500.0,Vendedor profesional,2020-10-31
3640,AUDI A6,40 TDI S tronic Sport,2019,Madrid,13662,2019-01-01,24,Gris,ECO,38300,57348.0,4939.0,1886.0,1457.0,2.924,530/0,2.255,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,150.0,,400.0,246.0,8.1,4.8,4.0,4.5,113.0,6300.0,Vendedor profesional,2020-10-06
3641,AUDI Q2,1.6TDI Design edition 85kW,2018,Madrid,30538,2018-02-01,12,Blanco,C,22200,29720.0,4191.0,1794.0,1508.0,2.6010000000000004,405/1.050,1.87,Todo Terreno,5.0,5.0,Diesel,1.598,4,Turbo,Tracción delantera,Manual,6.0,85.0,,250.0,197.0,10.3,5.0,4.3,4.6,118.0,5000.0,Vendedor profesional,2020-10-28
3642,AUDI A3,Sportback 1.6TDI 81kW,2017,Madrid,85417,2017-01-01,12,Blanco,C,15950,26453.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.82,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.5,4.6,3.5,3.9,101.0,5000.0,Vendedor profesional,2020-11-05
3643,AUDI A4,Avant 2.0TDI Advanced edition 110kW,2016,Burgos,3000,2016-10-01,24,Gris Plata,C,27800,40193.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.8,3.6,4.0,109.0,4000.0,Vendedor profesional,2020-10-27
3644,AUDI Q5,2.0TDI CD quattro S Line Ed. 190,2015,Sevilla,196898,2015-03-01,12,Blanco,C,21100,49985.0,4629.0,1898.0,1655.0,2.807,540/1.560,2.43,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Manual,6.0,140.0,,400.0,210.0,8.4,6.5,5.1,5.6,146.0,7500.0,Vendedor profesional,2020-10-24
3645,AUDI A3,1.6TDI Ambiente,2010,Lugo,288900,2010-03-01,12,Plata Hielo (metalizado),B,5800,26300.0,4238.0,1765.0,1421.0,2.5780000000000003,350/1.080,1.85,Berlina,3.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,77.0,,250.0,189.0,11.3,5.2,3.5,4.1,109.0,5500.0,Vendedor profesional,2020-10-19
3646,AUDI A6 Allroad,quattro 3.0TDI S-Tronic 160kW,2016,Albacete,113043,2016-03-01,12,Azul,C,25607,65400.0,4938.0,1898.0,1452.0,2.905,565/1.680,2.52,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,160.0,,500.0,227.0,7.3,6.4,5.2,6.0,155.0,7300.0,Vendedor profesional,2020-11-06
3648,AUDI A1,1.2 TFSI Attraction,2014,Madrid,55814,2014-05-01,12,Rojo,C,11869,16920.0,3954.0,1740.0,1416.0,2.469,270/920,1.49,Berlina,3.0,4.0,Gasolina,1.197,4,Turbo,Tracción delantera,Manual,5.0,63.0,,160.0,180.0,11.7,6.2,4.4,5.1,116.0,4500.0,Vendedor profesional,2020-11-06
3649,AUDI A4,2.0TDI CD S line edition Multitronic 150,2014,Sevilla,159983,2014-09-01,12,Gris,C,14990,36130.0,4701.0,1826.0,1427.0,2.8080000000000003,480/962,2.125,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,110.0,,320.0,210.0,9.1,5.3,4.1,4.6,119.0,6300.0,Vendedor profesional,2020-11-06
3651,AUDI A3,Sportback 2.0TDI 110kW,2018,Valencia,47687,2018-02-01,12,Gris,C,19772,29579.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.865,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,218.0,8.6,5.1,3.7,4.2,109.0,5000.0,Vendedor profesional,2020-11-06
3652,AUDI Q3,2.0TDI Ambition,2013,Alicante,89472,2013-09-01,12,Gris,B,17950,34712.0,4385.0,1831.0,1590.0,2.603,460/1.365,2.11,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,0.0,202.0,9.9,6.8,4.2,5.2,137.0,6400.0,Vendedor profesional,2020-11-06
3653,AUDI Q5,2.0TDI quattro S-T 170 DPF,2012,Madrid,106174,2012-02-01,12,Rojo,B,18300,45480.0,4629.0,1880.0,1653.0,2.81,540/1.560,2.35,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,125.0,,350.0,200.0,9.9,8.2,6.0,6.8,179.0,7500.0,Vendedor profesional,2020-11-06
3654,AUDI Q7,SQ7 4.0 TDI quattro tiptronic,2016,Madrid,107235,2016-10-01,12,Gris,C,60280,114863.0,5069.0,1968.0,1741.0,2.9960000000000004,805/1.990,2.345,Todo Terreno,5.0,5.0,Diesel,3.9560000000000004,8,Doble turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,320.0,,900.0,350.0,4.8,8.4,6.5,7.2,189.0,8500.0,Vendedor profesional,2020-11-06
3655,AUDI A8,4.2TDI quattro Tiptronic,2010,Madrid,187213,2010-09-01,12,Negro,B,23990,102120.0,5137.0,1949.0,1460.0,2.992,510/0,2.66,Berlina,4.0,5.0,Diesel,4.1339999999999995,8,Turbo de geometría variable,Tracción total permanente,Automática secuencial,8.0,258.0,,800.0,250.0,5.5,10.2,6.1,7.6,195.0,9000.0,Vendedor profesional,2020-10-31
3656,AUDI A3,Sedán 1.4 TFSI Cod Ultra S Line Edition 110kW,2017,Madrid,32014,2017-07-01,12,Negro,C,19700,33003.0,4458.0,1796.0,1416.0,2.637,425/0,1.785,Berlina,4.0,5.0,Gasolina,1.395,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,250.0,224.0,8.2,5.9,4.1,4.8,112.0,5000.0,Vendedor profesional,2020-10-17
3657,AUDI A4,Avant 2.0TDI Advanced ed. quattro S-T 140kW,2016,Vizcaya,108000,2016-01-01,12,Blanco,C,20990,48773.0,4726.0,1842.0,1427.0,2.82,480/965,2.145,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,140.0,,400.0,0.0,0.0,5.8,3.1,4.5,116.0,4000.0,Vendedor profesional,2020-11-06
3658,AUDI A4,Avant 2.0TDI ultra 110kW,2018,Madrid,81000,2018-01-01,12,Gris,C,20650,38107.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.9,2.6,3.8,99.0,4000.0,Vendedor profesional,2020-10-29
3659,AUDI A4,Avant 2.0TDI S line edition 110kW,2017,Valencia,100617,2017-05-01,0,Gris,C,20400,42527.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.8,3.6,4.0,111.0,4000.0,Vendedor profesional,2020-08-05
3660,AUDI A3,2.0TDI Attraction 150,2014,Madrid,90841,2014-06-01,12,Rojo,C,14486,26080.0,4237.0,1777.0,1421.0,2.6010000000000004,365/1.100,1.84,Berlina,3.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,110.0,,320.0,216.0,8.6,4.9,3.6,4.1,106.0,5000.0,Vendedor profesional,2020-10-26
3661,AUDI A4,Avant 2.0TDI quattro DPF 143,2010,Navarra,133881,2010-02-01,12,Gris Plata,B,11950,36960.0,4703.0,1826.0,1436.0,2.8080000000000003,490/1.430,2.17,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Manual,6.0,105.0,,320.0,207.0,9.6,7.1,5.0,5.8,149.0,6500.0,Vendedor profesional,2020-11-06
3663,AUDI A8,L 4.2TDI quattro Tiptronic,2011,Madrid,139000,2011-01-01,12,Azul,B,33999,110060.0,5267.0,1949.0,1471.0,3.122,510/0,2.3,Berlina,4.0,4.0,Diesel,4.1339999999999995,8,Turbo de geometría variable,Tracción total permanente,Automática secuencial,8.0,258.0,,800.0,250.0,5.6,10.3,6.2,7.8,204.0,9000.0,Vendedor profesional,2020-11-04
3664,Turbo de geometría variable,1.8,1997,Navarra,163778,1997-07-01,0,Gris Plata,,800,24732.0,4479.0,1733.0,1415.0,2.617,0/0,1.775,Berlina,4.0,5.0,Gasolina,1.781,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,92.0,,173.0,205.0,10.5,0.0,6.4,9.1,0.0,0.0,Vendedor profesional,2020-11-06
3665,AUDI Q3,2.0TDI Sport edition 110kW,2016,Madrid,83937,2016-07-01,12,Azul,C,20400,34927.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.6,119.0,6400.0,Vendedor profesional,2020-11-03
3666,AUDI A3,Cabrio 1.6TDI 85kW,2017,Madrid,121070,2017-06-01,12,Blanco,C,14990,35079.0,4423.0,1793.0,1409.0,2.595,320/0,1.925,Convertible,2.0,4.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,85.0,,250.0,200.0,11.4,4.7,3.6,4.0,110.0,5000.0,Vendedor profesional,2020-10-20
3667,AUDI Q2,1.0 TFSI Design edition 85kW,2019,Cádiz,58381,2019-04-01,12,Blanco,C,19190,29264.0,4191.0,1794.0,1508.0,2.6010000000000004,405/1.050,1.765,Todo Terreno,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,197.0,10.1,6.3,4.7,5.3,121.0,5000.0,Vendedor profesional,2020-10-31
3668,AUDI A1,Sportback 30 TFSI S line,2019,Barcelona,26800,2019-03-01,24,Gris Cronos Metalizado,C,20100,25366.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,203.0,9.5,5.9,4.1,4.9,111.0,4000.0,Vendedor profesional,2020-10-20
3669,AUDI A3,1.8 TFSI Advanced quattro S-Tronic,2015,Madrid,60000,2015-05-01,12,Blanco,C,18975,34067.0,4237.0,1777.0,1421.0,2.6010000000000004,365/1.100,1.81,Berlina,3.0,5.0,Gasolina,1.798,4,Turbo,Tracción total permanente,Automática secuencial,6.0,132.0,,280.0,0.0,0.0,8.1,5.6,6.5,152.0,5000.0,Vendedor profesional,2020-10-15
3670,AUDI A3,Sedán 1.6TDI Attracted S-Tronic,2014,Salamanca,148000,2014-12-01,12,Blanco,C,13500,27579.0,4456.0,1796.0,1416.0,2.637,425/0,1.84,Berlina,4.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,77.0,,250.0,198.0,10.9,4.8,3.4,3.9,102.0,5000.0,Vendedor profesional,2020-09-09
3671,AUDI A5,Coupé 2.0TDI S Line quattro S tronic 140kW,2017,Madrid,51242,2017-05-01,12,Blanco,C,33700,53700.0,4673.0,1846.0,1371.0,2.764,465/0,2.08,Coupe,2.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,140.0,,400.0,238.0,7.7,5.2,4.1,4.5,121.0,5400.0,Vendedor profesional,2020-10-28
3672,AUDI A4,Avant 2.0TDI CD Multitronic 190,2015,Girona,160000,2015-09-01,12,Gris Metalizado,C,14500,42692.0,4699.0,1826.0,1436.0,2.8080000000000003,490/1.430,2.2,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,140.0,,400.0,222.0,8.3,5.4,4.3,4.7,124.0,6300.0,Vendedor profesional,2020-09-12
3673,AUDI A6 Allroad,Q. 3.0TDI S-T Advanced ed. 245,2013,Valencia,236000,2013-05-01,0,Negro,B,20000,71221.0,4940.0,1898.0,1452.0,2.905,565/1.680,2.505,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,180.0,,580.0,236.0,6.6,7.4,5.6,6.3,165.0,7500.0,Vendedor profesional,2020-07-06
3674,Turbo,RS6 Avant 4.2 quattro Tiptronic,2004,Barcelona,165000,2004-11-01,12,Gris,B,15999,102040.0,4852.0,1850.0,1425.0,2.759,0/0,2.355,Stationwagon,5.0,5.0,Gasolina,4.172,8,Turbo,Tracción total permanente,Automática secuencial,5.0,331.0,,300.0,250.0,4.7,21.8,10.4,14.6,0.0,8200.0,Vendedor profesional,2020-10-09
3675,AUDI Q7,SQ7 4.0 TDI quattro tiptronic,2016,Madrid,107235,2016-10-01,12,Gris,C,60280,114863.0,5069.0,1968.0,1741.0,2.9960000000000004,805/1.990,2.345,Todo Terreno,5.0,5.0,Diesel,3.9560000000000004,8,Doble turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,320.0,,900.0,350.0,4.8,8.4,6.5,7.2,189.0,8500.0,Vendedor profesional,2020-11-06
3676,Turbo de geometría variable,4.2 quattro Tiptronic,2005,Castellón,69565,2005-07-01,12,Gris Plata,B,12500,87540.0,5051.0,1889.0,1444.0,2.944,500/0,2.38,Berlina,4.0,5.0,Gasolina,4.172,8,Turbo de geometría variable,Tracción total permanente,Automática secuencial,6.0,246.0,,430.0,250.0,6.3,17.5,8.7,11.9,259.0,9000.0,Vendedor profesional,2020-11-06
3677,AUDI TT,Coupé 2.0 TFSI,2009,Madrid,72762,2009-06-01,12,Gris Plata,C,13500,36610.0,4178.0,1842.0,1352.0,2.468,290/700,1.66,Coupe,2.0,4.0,Gasolina,1.984,4,Turbo,Tracción delantera,Manual,6.0,147.0,,280.0,240.0,6.6,10.7,6.0,7.7,183.0,5500.0,Vendedor profesional,2020-11-06
3678,AUDI A1,Sportback 1.0 TFSI Active Kit,2017,Málaga,60000,2017-09-01,0,Azul Scuba (metalizado) Metalizado,C,11400,21518.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.3,98.0,4500.0,Vendedor profesional,2020-11-03
3679,AUDI A1,Sportback 1.4 TFSI Adrenalin 92kW,2017,Sevilla,29225,2017-10-01,12,Rojo,C,15363,23665.0,3973.0,1746.0,1422.0,2.469,270/920,1.625,Berlina,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Manual,6.0,92.0,,200.0,204.0,8.9,6.6,4.2,5.1,119.0,4500.0,Vendedor profesional,2020-11-06
3680,AUDI A4 Allroad,Q-ultra 2.0TFSI unlimited ed. S-T MH,2017,Barcelona,104360,2017-03-01,12,Rojo,ECO,28636,56777.0,4750.0,1842.0,1493.0,2.818,505/1.510,2.17,Todo Terreno,5.0,5.0,Gasolina,1.984,4,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,185.0,,370.0,246.0,6.1,7.9,5.6,6.5,153.0,5800.0,Vendedor profesional,2020-11-06
3681,AUDI A3,Sportback 1.6TDI Attraction,2010,Zaragoza,219203,2010-02-01,12,Azul,B,6900,24750.0,4292.0,1765.0,1423.0,2.5780000000000003,350/1.080,1.88,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,77.0,,250.0,194.0,11.7,5.1,3.8,4.2,112.0,5500.0,Vendedor profesional,2020-11-06
3683,AUDI Q3,2.0TDI S tronic 110kW,2018,Madrid,67000,2018-02-01,12,Blanco,C,24750,36758.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,6.0,110.0,,340.0,204.0,9.6,6.1,3.2,4.7,128.0,6400.0,Vendedor profesional,2020-09-29
3684,AUDI A3,Sportback 1.9TDI Ambition,2005,Madrid,271367,2005-10-01,0,Negro,,4500,26849.0,4286.0,1765.0,1423.0,2.5780000000000003,370/1.100,1.895,Berlina,5.0,5.0,Diesel,1.896,4,Turbo,Tracción delantera,Manual,5.0,77.0,,250.0,187.0,11.7,6.4,4.5,5.1,138.0,5500.0,Vendedor profesional,2020-11-06
3685,AUDI Q8,50 TDI quattro tiptronic,2019,Madrid,19000,2019-10-01,12,Gris Metalizado,ECO,69990,86310.0,4986.0,1995.0,1705.0,2.9939999999999998,605/1.755,2.89,Coupe,5.0,5.0,Diesel,2.967,6,Turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,210.0,,620.0,245.0,6.3,7.0,6.4,6.6,175.0,8500.0,Vendedor profesional,2020-11-05
3686,AUDI A4,35 TFSI Advanced S tronic 110kW,2019,Valencia,60108,2019-01-01,12,Negro,C,20181,40268.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,210.0,8.7,7.3,4.7,5.7,130.0,5400.0,Vendedor profesional,2020-11-05
3687,Turbo de geometría variable,2.0TDI,2006,Castellón,89782,2006-11-01,12,Azul,B,7600,31610.0,4586.0,1772.0,1427.0,2.642,460/833,1.98,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,320.0,212.0,9.7,7.8,4.5,5.7,151.0,7000.0,Vendedor profesional,2020-11-06
3688,AUDI A3,2.0TDI Attraction 150,2014,Albacete,90841,2014-06-01,12,Rojo,C,14486,26080.0,4237.0,1777.0,1421.0,2.6010000000000004,365/1.100,1.84,Berlina,3.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Manual,6.0,110.0,,320.0,216.0,8.6,4.9,3.6,4.1,106.0,5000.0,Vendedor profesional,2020-10-26
3689,AUDI A4 Allroad,quattro 2.0TDI S-Tronic 177,2013,Castellón,100841,2013-08-01,12,Blanco,B,20300,46465.0,4721.0,1841.0,1495.0,2.805,490/1.430,2.115,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,130.0,,380.0,215.0,8.2,6.9,5.3,5.8,156.0,6100.0,Vendedor profesional,2020-11-05
3690,AUDI A5,SB 2.0TDI Adv. ed. Mult. 190 (4.75),2018,Madrid,145000,2018-03-01,12,Blanco,C,23999,50107.0,4712.0,1854.0,1391.0,2.81,480/0,2.155,Berlina,5.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,140.0,,400.0,230.0,7.8,5.4,4.1,5.0,126.0,6300.0,Vendedor profesional,2020-08-26
3691,AUDI Q3,2.0TDI Ambition,2013,Valencia,89472,2013-09-01,12,Gris,B,17950,34712.0,4385.0,1831.0,1590.0,2.603,460/1.365,2.11,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,0.0,202.0,9.9,6.8,4.2,5.2,137.0,6400.0,Vendedor profesional,2020-11-06
3692,AUDI A3,Sportback 1.6TDI CD Attracted,2016,Barcelona,22990,2016-03-01,12,Gris,C,17000,25675.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.8,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.7,4.7,3.6,3.8,99.0,5000.0,Vendedor profesional,2020-11-07
3693,AUDI A3,Sportback 2.0TDI Ambiente S-T DPF,2008,Barcelona,215858,2008-02-01,12,Gris,B,7300,31330.0,4292.0,1765.0,1423.0,2.5780000000000003,350/1.080,1.92,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Automática secuencial,6.0,103.0,,320.0,207.0,8.9,7.2,4.4,5.4,143.0,5500.0,Vendedor profesional,2020-11-06
3694,AUDI Q3,2.0TDI Ambiente,2014,Jaén,165000,2014-01-01,12,OSCURO,C,14990,34712.0,4385.0,1831.0,1590.0,2.603,460/1.365,2.11,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,0.0,202.0,9.9,6.8,4.2,5.2,137.0,6400.0,Vendedor profesional,2020-11-05
3695,AUDI A4,35 TFSI S line 110kW,2019,Madrid,23136,2019-06-01,12,Negro,C,29200,39759.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,210.0,8.7,7.0,3.7,5.8,136.0,5400.0,Vendedor profesional,2020-11-03
3696,AUDI Q3,1.4 TFSI CoD Sport edition S tronic,2018,Zaragoza,48000,2018-01-01,12,Azul Metalizado,C,21950,35698.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.005,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Automática secuencial,6.0,110.0,,250.0,204.0,8.9,7.1,5.1,6.2,143.0,6400.0,Vendedor profesional,2020-09-23
3698,AUDI A1,Sportback 35 TFSI Black line S tronic,2019,Burgos,3000,2019-08-01,24,Verde,C,26500,30183.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,1.4980000000000002,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,222.0,7.7,6.5,3.5,5.0,117.0,4000.0,Vendedor profesional,2020-10-29
3700,AUDI A5,Sportback 35 TFSI Sport S tronic 110kW,2020,Burgos,10,2020-02-01,24,Negro,C,37800,46199.0,4733.0,1843.0,1386.0,2.824,480/0,2.105,Berlina,5.0,5.0,Gasolina,1.984,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,240.0,7.5,7.7,5.0,5.9,134.0,5800.0,Vendedor profesional,2020-10-29
3701,AUDI A4,35 TDI S line S tronic 110kW,2019,Burgos,10695,2019-03-01,24,Gris,C,32700,43417.0,4726.0,1842.0,1427.0,2.82,480/965,2.065,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,219.0,8.5,4.8,3.6,4.3,118.0,4000.0,Vendedor profesional,2020-09-30
3702,AUDI A3,Sportback 1.6TDI Ambition S-Tronic,2012,Málaga,177000,2012-02-01,12,Negro Phantom (efecto perla),B,10900,31030.0,4292.0,1765.0,1423.0,2.5780000000000003,350/1.080,1.9,Berlina,5.0,5.0,Diesel,1.598,4,Turbo,Tracción delantera,Automática secuencial,7.0,77.0,,250.0,194.0,11.7,4.9,3.9,4.3,112.0,5500.0,Vendedor profesional,2020-10-21
3703,AUDI A4,S4 3.0 TFSI quattro S-Tronic,2012,Navarra,70460,2012-10-01,12,Azul,C,30900,63927.0,4717.0,1826.0,1406.0,2.8110000000000004,490/1.430,2.255,Berlina,4.0,5.0,Gasolina,2.995,6,Turbo,Tracción total permanente,Automática secuencial,7.0,245.0,,440.0,250.0,5.0,10.7,6.6,7.8,180.0,6100.0,Vendedor profesional,2020-11-06
3704,AUDI A5,Sportback 3.0TDI CD S line ed. Q. S-T 218,2015,Barcelona,58000,2015-11-01,12,Blanco Ibis,C,27990,53508.0,4712.0,1854.0,1391.0,2.81,480/0,2.31,Berlina,5.0,4.0,Diesel,2.967,6,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,160.0,,500.0,240.0,6.4,7.3,5.4,6.1,159.0,6100.0,Vendedor profesional,2020-10-31
3705,AUDI A4,35 TFSI Advanced S tronic 110kW,2019,Navarra,54559,2019-01-01,12,Negro,C,20181,40268.0,4726.0,1842.0,1427.0,2.82,480/965,1.945,Berlina,4.0,5.0,Gasolina,1.984,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,210.0,8.7,7.3,4.7,5.7,130.0,5400.0,Vendedor profesional,2020-11-05
3706,AUDI TT,Coupé 2.0 TFSI quattro S-Tronic,2015,Navarra,86803,2015-06-01,12,Gris,C,26635,48820.0,4177.0,1832.0,1353.0,2.505,305/712,1.735,Coupe,2.0,4.0,Gasolina,1.984,4,Turbo,Tracción total permanente,Automática secuencial,6.0,169.0,,370.0,250.0,5.3,8.3,5.5,6.4,149.0,5500.0,Vendedor profesional,2020-11-05
3707,AUDI Q3,35 TFSI Advanced S tronic,2019,Sevilla,50,2019-08-01,24,Blanco,C,31500,42758.0,4484.0,1856.0,1616.0,2.68,530/1.525,1.985,Todo Terreno,5.0,5.0,Gasolina,1.495,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,207.0,9.6,6.6,4.9,5.8,134.0,6000.0,Vendedor profesional,2020-09-22
3708,AUDI Q7,3.0TDI Black line edition quattro Tip. 7pl. 160kW(9.75),2016,Málaga,68000,2016-08-01,12,Blanco,C,49900,74884.0,5052.0,1968.0,1741.0,2.9939999999999998,770/1.955,2.94,Todo Terreno,5.0,7.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,160.0,,500.0,216.0,7.3,6.6,5.9,6.2,161.0,7500.0,Vendedor profesional,2020-10-08
